NIN,NAME,BENEFITS,ADDRESS,BALANCE,ACC_NAME,DATE
7964036746035439078,15669c09-fa8e-454b-a00d-cf236d30e7d2,0.7115079192987721,dKeiZLVRXNwR,0.8254718456851424,AitUpeZzGOTLTklXXqIrEHbisWqxdP,2018-02-02
9183281385076748533,8556ee1a-34df-4a22-a0b7-911235b7a609,0.19782303414392288,MWrmDLuVzwEI,0.6025401459195825,PhXeOXDRIlicKQwaNdVUOxBSUxZYEL,2019-04-16
5678025018504898966,6b640bc2-88d1-4e16-8807-b6196ffad502,0.7231250714794117,SqaHfqobvvNn,0.6028812893490886,mfNpXoPurUNjCjegfdHmMQEJnmXBRX,2018-05-28
7806390507877715333,23d97d47-5ab1-4743-aad3-51a2e3590dc8,0.6148891262859135,WBHCXmxwMQqn,0.774990573370804,eoMdINOkwDAduUABpkRFcYPSQPRbLw,2019-12-05
4858652566797809620,e0f97ee3-d84b-4556-989b-ace1f6dff62a,0.19767316595263273,tSqKyWiBIsep,0.765859324206211,bLGFnLEqNgdnxNwvtnOKhhBPSmrUGZ,2018-02-02
5632887574980063590,8389fa64-6861-41e0-b109-0ff9e2a97423,0.9737835119460581,rmciTuXVUxHR,0.3104853448388619,YZyemRQxNalSRkDuxEnPGjmGhdwDzn,2018-11-11
6996176037566998227,dce254e4-fdd6-4288-945b-13337c8a8890,0.7071054694768255,tTJxsOwTtwTL,0.4628753373403156,OzPeDsBlschORnwUJIGcbmwVEObgAk,2019-07-11
4629765230091822860,a5f755af-ae9e-4f5c-90a7-9cada1b17327,0.32829571076794706,PRrnXLkOAQBk,0.543439341781596,WREoaaGCTGxQCQpVozxjdbzukQDVcy,2019-09-17
5084197444347590640,406c683e-f08e-4dfc-9a2a-00d79a5453dd,0.5392774720119242,aUOKKmgGlGDd,0.0591224790474002,gWtUBixIkuYzgYNVzYrQRjXIQwUcRm,2019-05-19
6929665649950698346,cf92ff09-4813-4791-9d4b-a5c38515e0b4,0.6279926222237509,zeUAbtrccAkt,0.9120501362231336,xthlmJDKPYeqywRmDPZTTPLFysZLpw,2019-05-09
5336219028323243129,87c98bca-1928-44ef-a29b-380190c305fe,0.9469364528932501,tCYnqcBUvODO,0.45620826640156587,omluOwZyMOEAmuuHhpvTwUbDOkndJS,2018-08-19
5765913832135925180,8a559037-3b2a-4969-9934-490237ab926f,0.5874129354741556,diMfWJXYCjXg,0.9623609126304621,onlGUZFuidTXDmuxLKKJIbVmwVjsFj,2019-06-24
4640907790411070257,03d261d4-9574-458e-8b6a-308f3011fc5a,0.20759854526259258,SmUYksELyDgc,0.4321001546801717,peLkfLJiTLoOJWoPWzsKagrsDlMnQw,2019-04-09
8589622147131283798,3a99989c-9958-4ad6-9f57-dd1d8e8b64fe,0.36715183095913273,mrtfeFTEtAEO,0.06129221296022935,VOHznPqNoNUCjIwaaUpbZtlvGEmBLx,2019-08-06
7838046255226797180,b92365e2-250c-4885-99ad-24bab7ec1680,0.015557970248850084,EJBvmTxsNCCU,0.701024436319404,YvCkeRoRdwhLunefJUFHHdiIysFklN,2018-03-19
5008798477226509772,6eb2f174-fe29-474b-8f1f-99fc433ede0d,0.767114483336726,PnVGNXeUJZad,0.8056964560384894,shZQMxFMORHaDzpUFOyNRKTAaxaBPS,2019-04-10
5755620715134731755,ff47cf37-1493-4ae9-bd25-33921c8313f4,0.8599215178304056,pegRxcfMDrJi,0.18383760067920674,GsRQJZUvfAQcsZWWRCWGbOgKFxzsXf,2018-06-08
4915449248363466303,96572294-b3a1-490f-8610-a457d3a8b6a6,0.9020410033270622,hDjILknfVPcR,0.4753474247492121,VstHfWJsEPgzZuvdgBYMrQBeqEJlPk,2018-07-03
7115912286073855045,4c62f68d-88ae-4620-be90-67e56740b065,0.44101857381503484,ttplCIsmXdCa,0.07166332987712365,eJCfhDoGyyhvDSNWZVmxMyRLBhnGFJ,2018-10-04
6339852001291203576,46d87d11-a556-46e4-ba78-59e3029e3f78,0.9241213440737441,vTTuLjCqogYL,0.7671398397208204,wPBvEAGzwgwAincSPuPynxCGeeoZjK,2018-10-16
8410513096574910128,0a0cc6a3-195a-42de-8364-7983b86382dc,0.6904332218507188,rFSxfmTdWhcY,0.3751345657115768,rgGhynSaKbfotVJWGvXqDezaHuzsWN,2019-03-03
6134726972597743835,7571de27-b387-4519-a84c-5f3b34dd3128,0.6179434791332382,SnNkMJQvIqpX,0.486147453806519,MYBQGJayglrIMUFuQhaMVwYVxNSfRr,2018-03-27
5357072511149187606,ff459313-20ab-4954-ab9f-635a8b3337f8,0.23275280932640852,LsyEMuJGpDhF,0.4160954672916698,nfWhFxlwSaAgyCLBRPxlNDDOoqwnDb,2018-05-08
8631823874993396099,a45970af-f2fc-4b94-a6f8-d9bde3d09822,0.8818502629810862,SpudhHtgIpPD,0.9239555864154475,tAMpjNbVqXIxvbosuVOwAxZmuUcFED,2018-08-18
8394571862325319435,083ae186-21d3-48c6-9554-2ac303319c51,0.8523034845025435,REjCxquaSsxn,0.9476712132643896,kSNJozXcNCUxvbUAIjTVFsgVMehufp,2019-08-30
5774912975385441830,93572afa-14a7-4312-ab37-137c3a215207,0.6615872604943218,LTrRgrhYVfRS,0.6901036948253441,XCxyWYzCmVQivvRjXyeZAQSjUnJWMk,2019-08-25
8485722389972870207,014cdd3d-908a-4334-a561-f8898a7214e1,0.694911680019839,exakWoliMkZg,0.5136509572116691,AwawPjISdnqGuVKZHOTYBLISzERoyJ,2018-09-29
7065566716206352645,f1334cb0-0611-436c-ac06-c5944cb03be6,0.6733526372789972,rtuiowQfhVNs,0.6896778583826682,BXMKelRcfIIBnyoahavtzeoGkYEGSP,2018-01-07
5645258597565468973,fbfbf1fb-de0e-43dc-a5cf-c7bb8808a24c,0.079218886544841,MpQjtOJjUEYx,0.18247142983487652,gJBcElJpTQukAdhxEhwUPqvLoICRRf,2018-05-12
6898875857195042983,da8b5660-99c3-4a58-9efa-92b386f15e7b,0.7723311176448808,XTWcmYLWpGBf,0.46708891903425187,CXucILkbMGXkRsRfsjTtWHYnvnDnuq,2019-04-09
8384869156508279674,e3c745c8-845a-4b13-9241-8fee31234a07,0.5397010064934018,EAPbTVtuyTts,0.01774508860874746,olFjVnqFPYYivuwywDLwQwurMQKVbl,2018-03-18
7329501825653368220,35a74c1e-85da-4353-a976-9b4bbd00762f,0.19801848527734078,VPHzssKPjZRV,0.4574316823566763,GvtVZUDYVWknmVkHAGLSvtiwbdBhoF,2018-08-21
4705600137053717678,d6080d5a-97fd-41ff-8467-6b8ad8c7e8ca,0.3657505678104489,WTNvfjHRlHga,0.23238238468958827,LEwlsnvPOlklWPXSAobVcMBZnnKbFG,2018-01-03
5209025789630715580,3ddec8a0-c333-4de6-8c56-ab25f4864150,0.14236869185473666,sChvaCaSXCML,0.2467706997758654,iutxDgLrWnStxHMTUSLyWJrFCONmEV,2018-12-22
6606710026404304826,ce34e9e7-e9f6-499a-bc72-e201594ea2d7,0.7376995637287745,NNSjAQzWAuDD,0.20405949572691218,pYCxvZoftkvecJRwWLjyTKVIItOTKG,2018-03-08
9209347642680546350,a0c4c508-4ca4-49a2-810a-576c5baf4ac9,0.18463369575335387,VGRELTBOtMnG,0.5251545007971878,WyHCfJqBpfqVKJVFVdPhQtrbkcXvDx,2019-02-19
8012416051739075543,aab7eb59-b3a0-43a0-b19a-5e80ac86273a,0.8909693012894624,uBHGRVcLRMpo,0.5134994296063072,PlgXiheNLtxZskMoGkZnfcpZHlwCBo,2018-12-08
5976777668597270355,52375c6d-103c-4489-94ca-e18220ec82a6,0.615650920638778,EqMLzLEnPcRZ,0.081435036282126,eWiKTdyqeGMLFdVktdsvdIlhdbaWag,2018-07-30
6217478874007376073,b51df2cf-f0b9-401c-91f0-5db257c33bd4,0.48553494736958824,tkDwIEISFETJ,0.824548155034463,dUIgnhPcRtrPCVyOJdsqNYRWybxhwC,2018-09-11
6163453085325954180,d697190e-e7bc-415c-ae5a-450179a09d7f,0.24592462983596663,uRtZwgDqevXU,0.7172156919021154,MLfEQzfPFxTCEUzDiJbOBHhAkqcxAV,2018-10-01
7928569813479804137,2a0c280f-4422-4ac9-a602-5f82c4296a00,0.05687929277718795,QbUwhXfQTHnx,0.742163894084898,EArQYjDnMIiEEpMMIsfizzuLfRduzf,2019-08-26
5708490334864875414,26da4864-dc1a-4f01-8579-197d22900e0c,0.7794021063090949,HJPIOtAMTKNI,0.9637533490957403,EdXmPhtUwvJoyEnosHMVMJNuATAEla,2019-11-16
6104729476672169159,0672b52d-c643-4903-bcc1-66b9e6b673de,0.21619659115045786,oNDSiyBQaqLK,0.10632710229768016,VZJPuaCDrlKAsjyHbVTLCoumnJypqr,2019-09-21
4733335886361460467,acddd6ee-025e-47f8-bc25-9e3613890fb1,0.9318717287501814,sBvRfyPPLTXJ,0.16236011787091476,tlFKlMJoFpsRNXGOVERMQGpSoXmRrh,2019-02-12
7444300059675238390,fc924f5f-3397-4d90-a368-3bfbab96a5ca,0.27454782290815016,sZDMAgDVuQTk,0.29855955984284566,bNmrCCBwWpiAKIlSuYpfwkOWmcORxk,2018-06-25
7192506989407867538,875de674-1b27-445c-8b05-3e3a8fd1fb97,0.07185580237905154,ZOfOaQBnghgf,0.15903067278735727,SAKyjjNBkCVdDVBvdrAGrcGtqeYkSK,2019-01-25
8980643960492709368,26ecf2fc-7fd2-4051-86b8-95d3069bdbfa,0.04901093174479765,GQxBOykDdpjL,0.7719069940375975,sYLzngzDRpVSOXsukbUCKsXyluijOY,2018-01-09
7979369119148133510,9a465723-4953-4cef-bae3-6e965bd9e420,0.697711357005477,coSDgaBGEhRf,0.8247128183149051,KEqjltPBcgmPzfoegVoZWuxSiViYnU,2019-04-02
5527013871183973598,cb97165d-837a-4ac7-a96d-9caf5ce38de4,0.15219889456423108,FCsLFaSqXRyF,0.1984061071176244,LyCFtRHBApnYUKbBLLneugXElsWzOs,2019-09-19
8319187595575832798,b4d43052-62d8-437a-8b9f-686380adaeba,0.729475114188488,ZjuJlDobnnXH,0.7128737442484264,cnRhOeRRswqmfboVvKfbFvoUWtXrai,2019-01-08
7575862085019347716,f03e0fd5-1235-4a6f-a465-d119fcbcf479,0.970532481471346,tSqlPrceEAzE,0.17924668702595192,FAHriIhOXqMJnIXnhNPuIRpQBdCLHE,2018-12-25
7834003160987696137,2fe8a588-0b22-402d-9ec5-9aeb0c7db00c,0.11545054516792241,MQJYjfBLALRy,0.0759854030477759,AIygcxlNnCnBKzqwluqDJdmXquGpwi,2018-10-03
5308660561356117781,d5879ecd-c478-4c9e-b017-9e5e73fc43d8,0.6324208654087962,yyDEZQUAjnJr,0.34722489455093375,pVXersOEoKNEHwiaSCVlUCQOozyLpu,2019-11-16
5599948242881520009,56ebb38b-0000-4bc1-b9c7-9e111792312a,0.8147201992168299,pWbQjhdSsvmO,0.0704426700699553,liQbNAOAIchlTQYYKUCdzxWBaEcwdX,2018-07-13
4949778512047466844,de5a2a4c-c576-47b1-ba31-90c530cf8987,0.40529549919982344,RIWWkzxabywU,0.45510525993733275,KLwvHwbropcSXIhjvypzIAHuCeobUv,2019-01-28
9123163212870682464,df9dc7c2-06d5-4894-b9b6-c40fac894fbb,0.8787750758504606,inTFDCZdZzRZ,0.19581584364122107,eZgsodeeOREXOLXmIjKbwsmGYRVFiF,2018-06-26
6170834953445686340,63e0e00b-4583-4d42-9399-100f69638337,0.6895311229743232,xLMezDPQEVYZ,0.22236947497153658,eqyhgjZcAbQZFMRzgPzxySuTlnoTQj,2018-10-28
5361950501020531996,de14d778-dee4-4704-b1f5-086e40a9662e,0.3333777528610167,iXhbkkGmlACK,0.05646998046021989,JaRFoUmeuoxsfuXDWmxHNraNHBakCi,2019-09-30
7237536940832921751,b31db157-9d7d-4507-b67f-2e0a846763d4,0.6085385942585969,uBZmPBeCzIEd,0.6970416853079934,vjpTBNPOuAAsMrVKAtVsuGqjfiiaGL,2018-10-10
7295301398494283374,911670e6-2b1c-4cb0-a2d5-9ce5d9642cb1,0.36675859550535683,YtaWcIiHTfGK,0.5855790941845945,qqNXOAmXkXzahYVNsikpmTPphjaQQH,2018-06-13
6919449351308552857,4c6283bb-381d-40b4-88e1-03e8689b504f,0.11917742707439127,mTMySxdcQkxa,0.12857188083545856,ONDbruYVbZzvmAtaGULnHaHsTTZzOO,2018-04-29
5447445160765604395,0c5ffede-782e-407b-88d3-fa4bd5b6be28,0.39252843479990407,SeixkRJWYcKX,0.7579882819829153,pIgnRvMFudmRQqBJAqfoIgwrPnXQjQ,2019-11-03
4970534798180872716,2d535dd0-fce4-487f-9eda-2d529b20d22b,0.9701412550578662,pniItzbHoXGk,0.28475892315859874,uIhzuXldwPalPnmkeyICoXpetpWYGg,2018-03-29
6296958477490983207,71c693e0-3f4b-4aad-ba04-34f2e2cc6e79,0.8994927875825749,jXOnxojHiieR,0.6973584768499547,ildaylMYfYvuIjmIxEIegGoNYTRLpf,2019-01-18
5142769406677419488,b2f72abe-529d-4f31-b650-598e094668c1,0.2497517699291404,tuopIaOjsSdU,0.060652223558452456,qpenUROpDaeQYEXRmnhSTVWYnBRcfv,2019-12-04
9072996964390451421,9fc57e4c-f661-469a-86dc-2b1ef9e86bb8,0.11704588402839589,yvmlCHuOURSC,0.6147850897425937,DtCtQBskeSCSHkRoQFHmkHLnegpRbA,2018-10-02
5082216777453048571,2b5bf2a9-c11b-478d-b7da-2621b2b8e741,0.4761213483802783,GixlUvnnUtja,0.8994049682900028,iYyUEFKLgFUVboHnmCXdWZuZhZgCsW,2018-12-29
8465586560856840738,e9572f53-b9f9-49e9-a5c1-a963ab10f270,0.5972311396700317,LswedSSbTRLX,0.3879010268110531,CxXLOGTLFpSgFGemRKwZXDjvtmFmry,2018-04-19
5306546865289747061,476cddcb-2101-4c03-8d9d-f3ee5ad4da44,0.7492272726607849,MvLrcglMmATt,0.18318495828069947,tYwZANpPTMKhoIetMqcPIlbTrDjwVS,2019-02-16
7519876114415908405,f01d8af1-2757-430f-b106-0ee7c1c91541,0.24292715121581798,lCXqHSOqEyFE,0.02678770748286685,fpazbfSpwUIxkuGJErGPPelqTpXBxK,2019-09-07
7925298744165217933,6d06230d-dfab-44e2-93e5-5caff8a30b35,0.6422235640518196,IFuqdTCLSCdu,0.4652269619578694,YTUnXEwUXzzDnwkkihtxZyzNKLpJSV,2019-03-13
7479926574568913980,0f2ab6e0-ff71-4e51-8fc1-8e815f6ba3f4,0.7592602094125657,NMTxNoaiXYrI,0.6898408341379053,IadfKiXLXEExWVrOTysxElbgxyXsOU,2018-07-01
6565337322591875646,89d1e0c5-a399-4fb7-b575-1d879ab2b150,0.6630596142427099,iUBmcbfSJHnh,0.45939712612428363,XKsTmUUoGLtpWdYAudPVpPDQOfzvbM,2019-08-04
5770667665124856639,de382469-410d-4f4c-9ae9-1af11cfa755c,0.4299099704555721,zlleFqaZyyCP,0.4185711514269643,CzKWpCtIdOAZkUMAVWOmdSrMncTwok,2019-08-15
5994614772006581100,9d1a2b55-86a2-4772-83d2-87309fd9236d,0.4486052024012549,XNaQBflCobIM,0.25393077296306055,WGfPtFmBmsBJcuyThfsvhuTUZWoZDh,2019-01-21
8395988543820993833,cf4f7104-439e-4acd-b2b8-4c2db4a71923,0.19203998345149687,KHTSwvqBYsPt,0.7486385251779726,KCBQsYJBDhiOUMNgoXitUqagarciiL,2019-03-22
5907184193085665168,103fef37-d0e4-418c-9bf0-13935c3b123b,0.8148107640194557,yPkJbITxcZiM,0.5001038055465313,BcUucZnbQfnruEZbHlXydmWfWpUhPq,2019-04-11
8768742209305650410,b51d46ad-659a-4fdd-8042-50c82e8f207b,0.35224996664726727,QerYFaHgusKW,0.12797613784232864,tikwCOiTIjLnAATdySRdUzRzChrNSI,2018-12-15
7863074068134103817,7db70dfa-f9a3-4a71-83ca-04e6ee9a7a06,0.6765873875686499,awSBjGwcknKX,0.8201750075166192,sonyNrLIexLiXSMKpMymFUYELpusHQ,2018-05-17
7750828851405883220,c8857953-5832-4e14-ac9c-40a36c7cd17c,0.21465582962673269,WzYARphJQvXX,0.9743349629207176,qvnxJTaWPsqaDviZQICobCkgziEwQf,2019-09-08
8375103253533247553,705ebc40-d0b6-4d17-b615-15c4a14949f2,0.05357596666400333,sdAIsucBrlZd,0.05935969538183228,QuKsuaieErmEWaVXjKrGXhISeLqSxe,2019-08-28
7475006236829625255,773de733-7262-4f62-9b41-bbcbdd613a9f,0.8876321506251498,BwcLuTmcfQVW,0.11483698044105695,fzHSPVFAjuLAfMLMmKbfUnuLRzPsiH,2019-12-17
9157011773516798224,302a0a17-dbd6-46a8-9fce-a63d634f0748,0.6734439680474513,OJsfVpolLYLL,0.35691591473601725,jxESNNEMAEUscGzcpBexsLJtgdTyhI,2018-12-02
7878660724845329215,cf43c77c-767d-40ce-bba0-9ac60a90dea6,0.8796992073122235,fZGmiiitfoSC,0.7098959076386779,vqGWMKDEpljCDlBnYPSVdgVdWVmooz,2018-11-03
7697853751508553823,5ffb6747-dc32-46c5-af09-9472fa18b347,0.5032227895667497,DspJECbnydsF,0.30981535196400256,WMaqJCfzzzoWjXoutfCxJrNhjabNwi,2019-12-05
5949897383471714946,f6611de1-5068-45a7-bd8d-11a722506e34,0.9078821772537549,sLHiUjlASAQD,0.6940714107342856,wZVckhIaVdvqMerjvejIMzrGLjMYfh,2018-12-09
8133192874009080916,d4b48a89-0b18-4fc0-9514-0b625d15da7d,0.9803353945704326,tekOyBnSXwDH,0.8738209859646883,EzGEXnveBbxsrrFmjRkVjUvgVSqbDh,2019-09-07
4759298612380963566,2f247d68-0a39-4db0-a1eb-0de794bd1e69,0.7443798375012312,UcojdwcSLzHG,0.23006516002917443,RdOqbEYFLKgLnewJGuDalaUbxAIFpj,2018-07-24
5621999603659242289,83dc67cd-2012-4e27-b923-9eca17b06fef,0.12964643983856117,TiGjPJNTjfBk,0.233963051522029,plVUIOJanlwOherpEnslWzbJdNvsny,2019-10-01
6411124733984920007,7ab26fe1-ec77-43bf-bd75-a190e63bb14c,0.8941607081495331,pqpGQYMjAYZi,0.9135810974198263,JdsDvLbLpYEXWgTobRClIxHrydrhnb,2018-06-03
6599687022902673044,8fa56ecd-3e41-4499-9c57-9cfecdbc379b,0.4926836549004521,WyfdoLIjAWuk,0.39624716892809064,JToTvwxsMHCMiAmqyVIZLHgyWlHWMq,2018-09-29
6859006995044138372,7ee2de64-9fab-4b87-8435-2a2104081375,0.3887903508018601,NCDhFRZHIlef,0.08403850014589986,zZaoVXaPCaNgcukkmwmeUXOWmmzxgj,2018-10-31
6897142113256985720,874af18b-ed5a-4f69-8d43-c1e855bf0b7c,0.4869494921647999,BKGlmGrjvhwe,0.46990178370998537,UuPNMmPAQlftYuqEbzhlxaoyiNWjVj,2019-07-14
5295540958888966146,38d93f54-8250-4f01-907b-e97c1bb045d7,0.788232305192335,zYfVRLvlBIpp,0.5074263228378889,WqfqWwXohhMnQSZcHApiexTxSuvBLJ,2018-02-11
6749258001726943543,aa920bcc-5caf-4d6e-a4f3-b686c795ec00,0.5889464653385861,xMgDRpaGSJXD,0.07605838473724336,ndzSGohYrDWPROGmELHPuXALYdDrdD,2018-06-14
6040675006960739007,c93617d7-587c-460a-967d-e83f51e386fc,0.7112213086905925,dlgLOKrOIlRj,0.18260576993190425,xbkewrFsiTdMLjFCnyokqDyIQUXcpr,2018-10-06
6226855413837165594,437827f1-2cbc-4a6e-b52e-1589e6242fe2,0.21782404619320384,tcqHsYSQYfnY,0.6089106353766164,TDybDnZWgGZNQUDjtRQhoBjKrSUJow,2019-07-04
6559341899009251884,b38f1069-23d4-4ca9-b197-acde6754ec33,0.9340011815260696,JbKCRkqDxXOf,0.5799039073429445,pKmAVSxnlWzbTkgLXqVyRCqGjWNDLH,2019-12-13
7224726400213350525,0037ee0c-80c7-41d0-999b-fea0c4e541a3,0.35455199606291365,oekGDQgoSjFw,0.185956666738616,tgWmszTgkhTnJMJteLCnexcvnPgOLU,2019-01-26
4802826431536896768,b2e5d53d-a7b6-493f-a25c-001087a9e426,0.9513211514688031,gAHgmWZAJQes,0.22805537299043566,ZvWLzvfnnamvlLiXjKjbOiqoYgBiaW,2018-07-04
5752364610917175143,da393e65-2e92-4076-a239-a7c9a7728b92,0.11229364305485179,zcXyMjVTrzsb,0.9076149785305324,HJpFUwtvKpuDkgqLaUnhbgxfapVLxx,2019-08-27
5334460213883889300,5594a5b2-d9b8-4cc9-8460-1f94ca27d37e,0.7821869175749471,tyEFKnLpgoYq,0.10745346205109585,rqyNgYRorHTSVZxPapMrvkVyglckOp,2018-06-11
6930201013022927689,64fa17ce-0b36-42b8-b4df-80e457fee91f,0.9719469414511105,wzhuWJiobzpQ,0.9566614462302019,MGVVcrUOwvIOWsHIBrkHoUhTuclIQT,2018-12-13
6303847022130037717,1f71f5f1-d006-40e5-8c6f-a809f16d6085,0.053068720253815704,IYLiZuxhjLSd,0.6405013029142468,ETsgvSFeNsDCIkmdiOpKsURaPbKaOT,2019-12-12
5208687199953071010,0e69baf7-4dc8-4ec3-be01-a2abad4e2c7a,0.19256200800769274,HYmlzutydpfq,0.07606621757672438,XLCnGREkAyliMGALGulQQOVKefiMkI,2018-10-09
6413027539333315214,ee1b6739-ef0b-474c-bb30-0caeda33f9b2,0.49594951412213417,xFXKUAhuBDil,0.6819616606000852,BvqoeToENrJAAHjuiApHFifxnwjplw,2018-12-30
7210672911283724822,7536c461-ee18-4bda-93b9-3f95aca4696c,0.4138020599520955,cALhujncZPsB,0.6478117305436084,AntREGNbFfLKmhNulTzErAwlWOAAaE,2019-05-27
4755868761990549832,61a4d36d-fbaf-4084-9e0c-34a3a518da2f,0.03374062980866932,upfFBOiHcPBn,0.9008855403352733,ySPGxSIuwIGxIKYstDKxSdvEzUwRgU,2019-04-24
8223227442595983748,3e4c8094-38a3-4915-ad17-0d15a1b37dd0,0.8732014383392132,sygOUxHvBtcT,0.08840383121934026,IPAQlJbNZcHfZsTwhkLyHoXRgONViN,2018-01-31
7877330704568826769,9caded17-fadc-4278-a5da-cc8d24cdc169,0.44449280297284877,oUWXzJzSzBAV,0.43265586603098527,kGBLNxmfyssdUULsPyEWJKQKDzrjvp,2018-02-07
5647843980082233616,fd471903-fd29-4963-96aa-3726fe7fa24c,0.8525223745097341,EPnuFgraaqil,0.30895634140236494,oZzEkWNpszbqmlIvXxRjLChRviuwax,2018-03-07
7432108289391403534,8efbab92-aa61-4913-8b27-c61ee0208cb5,0.04759313169498203,deRoNhGQzyff,0.8161268935703766,rAYzhVxZuKsHuiBKmroRVXjjgXcagA,2019-07-03
5036628448606691988,368c6bea-1310-4caf-92e6-c500deac3ba3,0.8950023480972723,NLfSgYvKFtfg,0.6941883776565005,zHWlzFTSLkzaUamQxVqdCWJLxacMCq,2019-12-06
5891096747364624933,dbecafa4-f66f-4111-be9b-b04ded4fd77d,0.04460468325617184,LKXGSEYCHWLd,0.5229476893419365,ECEOXGREUCHvBfvBRWcxFwRhSCGiAT,2019-08-04
5476012694264573754,5ade7442-b1e2-4344-95b2-e40f44b71503,0.828187982078849,zeRttoqHRYKX,0.4193483509437278,aGNmfdGLSHjocRyrcNjcdqdNAcVsvk,2019-07-28
8676787634318632296,e0d58992-573d-409c-9bb8-3cfa3bb70318,0.29020330057598875,VPZlCPxUQCPF,0.5060266153939366,wdHwckxbHbuyxzBGhYAMgnVhAOiYcB,2019-05-18
7627778194930016353,634e23c7-c0da-4f51-8e5f-ca005819e2a8,0.22712329562745415,ZBEUthhjlvLb,0.32160571150534745,dzTFyIkUZQYGYvcfPJCepiAAssDILe,2018-03-03
7609666625037432155,c62dc51b-1bb6-4e7f-a440-3be560be5731,0.10306125375649733,PDecGSBTERGI,0.3299744903845949,ZyqYVCsccMNrcaexuJWwdaEjbmKatl,2019-07-16
5073326162449580797,5ce13b13-6854-45ee-8129-149269b21fd9,0.23161076353908772,QVhLSCqCktcI,0.3279672956472447,PIyoOgTojZOgudDvCwwhCRjPbZqeHW,2019-12-31
6175942552803610379,e911b60d-7c4d-45f1-a85f-1f6703d02c82,0.4757324152575243,ZbQPnoMukLaH,0.5877447837909714,CYZkFMUYDHPDyBebhrojvBcqufMXhL,2018-11-04
