NIN,NAME,BENEFITS,ADDRESS,BALANCE,ACC_NAME
457,959349dc-96c8-4813-86d8-faf13041c9ce,0.20315976862308294,rUQhKBVwnWDG,0.21290798626659668,bGEWAimJRkMYpZwUCXrSufnTMDgsAy
367,9bf16968-47a3-406a-9ef0-fa76e6641546,0.5840635684062994,JcaimcHGJDvN,0.6326402727608386,lsoLKcVPbIPzdPmAZbfXQqECBLNqlB
311,414eac90-1ec7-4218-ac07-8d325abafa4d,0.15288232919051614,YmpxKUETeLDq,0.4291242572746783,scXxZJszjdhsjfMpvcNrIYCzBqDQan
227,6657d707-55ff-4c58-9bf5-0c5830105b6c,0.5418069963369843,FEqFQolfbLBJ,0.051286118641723055,zZSucQxpMUPDpFSHSlsuPQpoGqoSEo
422,87166edd-4b36-43f3-ac87-9993cbaf3825,0.703310490429503,BscRQIFUjxNh,0.6182386809905052,kUNcjHWVCsceJMlBeoKVAmpEYLCPVY
442,7dde437d-4927-4bdd-b0bb-a54176296efe,0.5731131791746709,QsfWtvYQcGoz,0.6043545952269156,JbDXeycEOpAkittyeIufuoYKUpfofF
660,417278c4-025a-4e34-894d-241d1b0b7907,0.20139487166162395,tFkUHMmrXhpu,0.09497064973500924,bmhRJUApfcRBovZsMDSDDMtWMsDBYN
90,c6665fe9-88d4-4045-bae8-dba8a1636e4d,0.8097003349962124,fuShNHvJcUtK,0.5487292081512372,dmjBIpfmUoQOxDKLtsgYMymtSGhUny
246,b2403786-2738-4f30-a141-cc0ecc03ca89,0.8617296149217338,QpKwCgVlYDEa,0.8873884532199717,vrbUqDXwtiKXQvPqqFqJhDhLsyRZtq
25,215fbda7-8487-4171-8764-95446d57cc8a,0.68160126180323,hVggrFFNxlWj,0.1088892447823333,pqGTOXBeUomLqVHMHfEIEikajOsfZy
770,ce8daa4c-5c66-4920-b7f0-2fea0d706e26,0.3158817573896233,iIFpXilMZOJZ,0.4973498566693737,kuQrxDEKdGnNQNiiYcRlnisWHeqWtb
285,f73ef794-a836-45c4-91f9-532f74c5fdce,0.07856876704512517,RrbIvypjpqss,0.6893054970389618,OvUYtcBAVkqAFacIwrujgdCdpbHEci
218,42684ea9-887e-4ef3-99b2-b7212c5862c2,0.39439855988364314,zsOYySDjDtjT,0.45560068117593744,hIVLRRwdYGaXACAnCQpWRMbgLMQiqF
328,b798e8b5-5ebc-4ae7-a929-b9fbf00a2e73,0.7251119369003745,hDDsWFcbkyib,0.503980780185252,GHeEZjIooJwflKjNfsFBOepMGmwCCp
425,dd071a9a-99c1-4865-ad10-cc248447d36c,0.29243215713381043,iIvubZCrKMNo,0.17119677270683498,tXViRqriRPDivdsJRcvIHVkTqnkEPu
821,57021e46-d238-4f49-a9dc-e8c5f53bf9ef,0.7995252213971683,UHHnlHkorqXT,0.4626593527761712,tlSfCGJgnmtiqdZkPjPsZFuMLHIYVH
997,3a9fe18c-e287-4989-8d05-8d21103d1fcf,0.8649597824280749,igIebvbpFfis,0.8055755133120516,SbDoYmYfQSGOuxBdwXFFSsHaeHCMUg
623,b281e9fd-9c12-4e2a-9f6f-79617d52d9dd,0.18881078409393337,mUvOGagRZeMt,0.7452775016417393,CXZqgdtKpSvmkMEzrtsGywVeCiwDDs
737,3a1fadd0-4daa-4af1-bd39-ba4bb381a1fc,0.1455043633499511,OIhrKSnLlmxa,0.7610063940089202,cmfVbEYBOePDhhHpSpPliIYeLChLLj
738,95500081-18bf-4871-9276-908f3b718aad,0.7524203095757862,KHJFdAXOdTTY,0.07834752201696327,vZPsCVvPqFJzBAKXhxeqpKWILrNcaA
122,7006c3a0-46df-4c14-8a4e-0eb3c8dae7cf,0.06041226462423244,szKBijDuefLy,0.6224434824105809,kQlwYnoayANjElVBOmGDEQZMRKNaoa
85,73be6691-6d10-4b5f-a752-037367ba5c7f,0.7491749268393613,HZuAVZBUjjLU,0.6373329762477962,FGrsFEhWvEdjQwzBFhjsGomPwBftEs
127,d4b804fb-e570-4006-85e4-9026044b7057,0.013770379358589824,OrpjMbVrognK,0.6719722692210971,XypMrCKKcPRxkgnJrfjajbpKqVJOSs
710,0788ec39-d4d7-499d-8e2f-2ccdda1b709a,0.031554966353969593,FYGFHLGuAlBc,0.8994039451300625,tkJIjeenvVAMpbicQGeNgymnQrdMnE
867,b1879092-9ca7-424b-bd59-8d31c41ce6ba,0.30394762087316873,yfynbsCAiwMC,0.456268796369646,DWwiUfYNBatuCilvMmxaniZBlLhmVA
396,c6f2126c-e431-4a1f-a238-6d3dd161c53b,0.8482451905590369,CSYxeYlXKLyf,0.023470129649748928,KnLiVxbBBqHKJkZPEJMOtEbRVzuAhs
219,08ebe26d-3940-47c0-87d2-ae442c0fc4f4,0.12364514858370845,CsfUTzfYbEOW,0.9182565156317577,KCpINUmLMnSZSAERqOAldQCemGMGXw
455,70c42974-e030-44fb-b5e8-95a941cd745e,0.934836626055096,DTDoWqJguzgs,0.9048809722526084,XNrCahwcrKaztivkmZpCcxadHbhcFG
954,caef522c-66dc-4ca0-8f53-af9fe0b8e2f2,0.5249842240308995,sOjvJtDzFCOK,0.05028775389692741,jWoaLWKENydqfVolQjsHJAvmrWcISr
661,0aab33d9-256d-4efd-8e50-069fbe372e96,0.5383913140689114,VmHqjddIFXrx,0.34867856292097354,ptqpmGmpbebtajisCrAGJnHkYOFEqi
302,ec80760a-0999-4b15-96cd-f4d92c441eb2,0.011085417700813727,dXOWvUdBCzEW,0.5244975790577543,kTCnIChshhleVpBKhwNhTBcytXiZYd
437,ae68b5f4-48eb-4599-b348-b07f50489139,0.6490961976109979,BDBOPWvipHoy,0.7191118067122308,jDXQENZNYfCTHarrtdlNAJkMNKzLyq
96,5eb12c44-fe36-48e9-bf47-ffd15540e967,0.9232271562938771,FFuKMUKOSxEH,0.18408062759938093,TUqOkNcAnpMgBMNMBLDXUxrEmkhwlV
768,34f0efd3-9397-49be-8606-5825413a2542,0.049339679374313494,ZmVBzNddrOTy,0.9325540048347898,HbxNPJlWKOPmImCpfVHbJLYEiAPDlt
507,d334aa51-90d4-42db-95d8-55691e3bc63c,0.22734077154473997,KFvJuUbmtTzU,0.691084512051549,dZwpazvTLLlkVkoIZNZagJzjSBWVeD
892,316382d8-a75b-44d1-98cc-2b1266f5ad03,0.9562862584490853,MiOueQiNqGgB,0.9357656251046702,PeNkXTvrSZZKaBwbaEAEaRAAAPuKlg
28,fd6efb5b-2346-4e77-812c-eacf5f518d32,0.5724041279982414,iWzcjoQlVotL,0.7517702781492109,msfhXQgwJonFXoZYhlHJnHVdbntmWV
845,80a70a97-f783-4b44-9934-63920ab1d33f,0.8200921798581391,POhqpWoqoaHC,0.4597244746590815,OrnhdBQYxgtKXBRJnHCQxROfZEuEqX
631,8ef39675-773f-4879-8512-6ff362db4e03,0.34834642227569323,XtrWuCBoYcKV,0.2324668158512,SxpKoIYOsgfxiloYAHcZrwQlWkearZ
955,3c11603d-4ebd-4403-9163-143d65bab7cc,0.9904739848765718,PGvUynigxCbb,0.8973929089227999,AxxXYPjNKazDLasmYGCjNucyxDUdmR
253,a3be89d5-2b38-49e0-a85e-c5914e3d225f,0.3626445943088351,TWLaYrjoGKOR,0.8249206370369172,GOhaMwvYRfWkRXePTEtVdTWlMwwUsn
896,f6d6c0c7-aacd-4c85-a7b3-ad74323a8611,0.8333295288043352,mPSwousAxYBO,0.38006951025228186,iJVnTVGwDyZXesdupWMfjUJxuDCNpD
730,431d99fd-1b3b-48be-b1be-5171630c7551,0.920756195592312,MGOkeNkfPwDA,0.5798783348556268,sovpppjmuISvNlVvEuskUcMDMkyrAp
175,a8acb5a4-274b-42ff-9ac4-d8f825480fc0,0.8815093641313291,WDJJLNZyCqfF,0.9084659071734871,IJCIqAaofpGGZfmZxONFqYeUEdmZnA
198,b0278ff6-0ae8-45d8-8fda-83f57f2d3018,0.8758241148721094,CWQXXRzzitfr,0.1271392344281267,uSzbGtGNpDZsqOqhTpmRvTmMNhmGch
505,e87c95e1-ca18-41fa-b730-a6f068e822a2,0.970909199894386,DrklQiraHQbU,0.04503714424070626,FeYPFeTsxmcsxVTDcJipsWCLMImBvW
618,4ed9874d-b101-4a1a-ba07-5b25e5357476,0.17033190224024242,akfqSTdvOEbB,0.2537110159409657,aGCzpTZetAHgKKvYuKxLIcejJvFZbs
774,8287e7bf-858d-4d10-8aef-86d3724ca45c,0.07365571371620494,KCOvVLororFa,0.3135749363231992,EDrRqFXfMHoPzoxmvICnqEybQinIcV
479,56ca87fe-be56-40e3-b2fd-1900c0c6278b,0.9656389874239452,ZxblyTMlYqsp,0.2932629746316805,BTbnkIHWCLGaybQQesJoTQvwhvDrct
139,68c891dd-7725-47ad-86bd-bf1efb814b0a,0.2258855425954277,wdLhwjhDEuBF,0.4469300420912139,DNyWXmyZGzshsHAucIGDSJiCHOHnrc
446,9b1bffb9-b95a-4b6e-b1a7-243d3288be46,0.8848950709817391,rKOqGwyhVOGk,0.9766978391333129,sVPWVPBeEcgRAgJyymFyWuPOEdPMBk
695,f238e82b-ad76-49ec-878a-c9532c4724ff,0.1126508762990458,cUTerWbbosdr,0.8832933894290963,UxWGBBfjEWiCbbHopnJCFjGiWwMDTS
800,43999ec6-d11f-4c1c-bb32-c8b7afbe6d1c,0.746065428593435,rSGjlwltsphK,0.125826473567762,yQIwtQbieHYSAfNKwfkhyFvWgbOUpB
197,b29820a8-8f2f-4210-bfcc-a2d2eb2b4aa7,0.7460209709041639,kCdeRTCWyijf,0.1963012936264793,SolhZpCisCANMdcdjMtiwxvPcSWWLF
497,3e659d34-bcb5-4f5c-a7ca-8baf9e1bde6d,0.6258953097398491,VdsEQSAuFdTJ,0.12471581503000773,iDDGGWoKKMCQcXCKQIvcPMidGSzZik
25,c9b7f967-0157-4cff-a655-06c5c853d729,0.4568332355058734,hQMglSLWLCsM,0.5918151858959535,UWuCeNYTAHtmWlPcIfNhnXWANsZdaO
524,619eef1a-ac02-4fb4-a1cd-ceab231a106e,0.702238964643163,RoGDisIOhiDW,0.43845831200116314,mMMiVjXFEofhdGTLpuwtOLOfcTZzeu
409,25df5bb3-9dcb-4a57-9160-a24023b731e7,0.4684088589455908,ljVkohHSFBro,0.8624220272300532,uDWYmwBdnQwGQzeOvPypZVZruAujBs
306,c39f479a-59d0-4057-9378-799f8493b305,0.943462902173106,dXNtdORGTvSi,0.3778426533243011,iWrrXBFteSqPvRAjJsRhhLjWPaxgNj
744,513997f9-220b-472c-92ef-0dfdfba00d1e,0.8216049483697968,mueybzgDrKnk,0.7063524443791283,fyTlzNhwEEeIAGmyOwtnNoGnDtjOfJ
388,f1a27c96-d764-4440-bdfb-15b22431f11d,0.27688476455203315,MKXpfjRjKwhx,0.06224877293696174,sWAXWtBsRdAZwIGDuZPtCBvYDFMlBm
333,d963322b-785f-40eb-9801-b0ea171d093a,0.8209166839778121,rzBGrHzuTiQh,0.14170073040238085,TDqvzNjvsDUzScVffOiVPlUSMaFhkp
270,740332eb-fa21-4e49-8608-0b2b0526b058,0.15169590569459313,IoHlXxTBvybm,0.16705077835503257,ucQImvuBLLpRFQNieQOlVqtvhGJCTz
386,c2e8f72a-b134-480b-8ecd-f3ff4977768c,0.7350278157052308,wNHoUQmVKArc,0.47679180716673997,yDdHmlyFpkypaocnEymGEeIuQOzJax
824,05c0f879-e473-40d2-9be5-30ddf1dbdc4d,0.328516234158132,LRQNFOwcCwEC,0.48189219319248366,GArrZKVPoMwitqZQrqzFFuNvEaCCpn
654,c66f3cb5-bf48-458c-9a48-b7448b4a6132,0.5547368409696577,KJhjQgCEiNGV,0.31008282841919843,TwMZRkncdBokZZmeLqJHKAdtYiGmCN
638,9505d58e-7a88-4276-9243-f31df9603b05,0.9341463862077166,aZompIIcqPBS,0.7226454282311486,WAZhFkGXYpHwTtXKVNepJwopwjMRcg
791,476e419e-ca61-4aa8-852b-7d4b93d456fe,0.04690762299491458,bRmimjjpkjsW,0.6888509119850844,eCgWdYiFZsgGRaMWGhjutPWtRxPQTt
520,04b2d0b9-0aae-48c5-b7b1-244b557dc6ae,0.28867283262141563,DoqwolwJQaMg,0.791241702137253,JIZSFRIsGYnpREQQFOKDRamghFIhnk
53,27dcff30-8028-4e42-8081-81f270f5ce6a,0.2788929777232848,XlnZDYtXFfOL,0.7730879982543554,lvSVezoJYDhZhTAZddCXtiFQlgghyU
83,1fd7399a-6e0f-412b-9011-e712bca02eba,0.9409185455739066,pmKVtMLAMgFG,0.3439765902762,OTFuOqtxcjpVBFwpHyIQvlalaFqsKc
532,7f0b2e36-571f-4445-8ef6-7b4377d5a01b,0.6986877433445227,zIHaFVrnkGcb,0.720762915944457,zaycwXEuEKfPvfHbVHEOgHqDxqPvEw
902,5df13cdd-8553-4ef0-b987-a57fa57eb94d,0.006412951751494145,xhRYOPGjYtFa,0.907528253381528,smofDfRRalIZEbqosKYcDuNzeUMDNY
551,caf0574c-e171-43c2-bee0-519bbffccb7f,0.3440973214105094,oPvzKIuXyjtA,0.7058362695697894,fpjkrFHGOQCiKrDPyvVmFVSxltEcLJ
766,3fa82a71-84f1-4e36-8da9-73e3e0404a8f,0.11432956120562798,sWldhbfKiSBm,0.3886838898805338,QVFXaQLPbeMgWppUnqOkrChiTdgKKi
615,30ba7951-1ea2-40ea-ad13-fe28837b1029,0.004875059189507036,VXhmJXghFpVP,0.2767918212643774,tTSHYNzDXKVVhMeZcEKWkUjnvymbDQ
181,6478f0d8-44ec-4551-b582-77cf82b85916,0.07664445218560378,IZRCIcpbIEdf,0.2712224935761277,iOyAOzEbdSXNOWwoKpMUWywUMOtQJh
384,e7926025-68bb-47fc-8538-e599563e57cf,0.32929216274415707,XsoxGMouiNqD,0.5843529217637965,XmgOJKxwcBohYQqanMsDEZJiryapVq
731,3dcc2790-8e4b-4d5f-892a-2f5b7509805e,0.5136767310442346,eZhNzCBnaxVf,0.34564888680225603,fuXVZNKNKwFQdyuVseuDsUkBCqskcD
251,fb11e61f-66e4-4a54-baca-564e941941d0,0.3695317064032013,BoKQDrZaOfmr,0.7987459438255395,hbJBbkzafQcmiOjaQGlQWKDINUVExi
389,5e887e20-6be9-43e8-8746-f4475f210a7c,0.8470191472387719,qOxViUfXfGiX,0.2963598993558799,fGgNpXpzGlYawVuelSMCxQfkzpSTHv
293,bf77032c-5746-422a-a7de-6a40835fec66,0.7733033089523981,vAyALVtkKQFy,0.33874280159455195,LvvuRQGxwlJzMsJOaPcVLlGMvzXqtc
685,a6f340ac-09f2-400b-8ade-9dd37548f148,0.5465353788883713,GIsycRGyhYDM,0.14830826565291988,BieEJFzmDfyAiPsFiomLhxPeVMglBY
444,475feba2-494d-495a-a011-4eecc0d787b6,0.41737353657146326,KoPhYoxvbtiy,0.2363095931159035,cOLrYPMKtCYNofcThnqqtQWzgbltcf
880,1f63bb8d-3b17-4e16-8916-bf0e49b906e7,0.3600519830695271,AlGFXQxBKssK,0.9440607804423105,EDvCrDUeHXvHtGAZbYvYvwgkInbXqJ
171,7424ddc2-5123-4cd6-80d6-24fdc127d8a5,0.8441755694567753,LeOcIlmGWLbC,0.3115489869694339,hnhbmdcYxDfjIPTFfhqpSgcNKCMTTz
813,8713176a-5333-463f-a74b-102195deefd2,0.4559082055819451,uzZVIeXOitdt,0.28734754903797866,eRRESCLMKAZLflgmWdUafftATBxZtV
400,c1995478-6f3f-4677-862e-4afdb715dc83,0.5032908584282375,CGVfaiTsBdps,0.9422421691030298,NxlBRziXkySPOnzenFKvwfmMVNPjOc
690,5113c115-068c-4d95-9d7a-3d76e06846f2,0.329841193828882,xQhhpJydjqTM,0.476264408996365,GMFOXDhTPnHZOExrxsQyJqEDigVkzq
457,9e7d696b-c9e0-4788-ac59-d4eb80f24563,0.5046382093490303,XorBugllCqNX,0.2320404905647081,KCZDqOJYPluMhrkpDokyOEMskwDynk
142,940c5240-3850-4c43-8ca8-fa611974ea37,0.6607092353249424,efHLnWZEdQSj,0.36109396520773407,CKohHdZxfiEeJfZyUUBBfGTlkVuCcf
170,0e0e6860-521f-4294-9de9-9d77a99f0c03,0.6030693794340816,IYllImhbuLXh,0.9912389184837505,CWBJGXMeJSVHqzVNSMNpkvwrbhCtzS
773,5941714b-35b5-4b66-b603-581dad6ab232,0.9873558390811754,gyCOVXzaByxZ,0.36062206427101007,wCBbNxPuNpAfPvTCbHOawwULfWMfNz
626,d08defe2-3b04-4510-af1a-25062f4a3bbe,0.8025194621724631,nEgMAyzMyvav,0.4462341008322923,haaeOsRbqyJbFmpTaDpuxAQOUrwape
64,150381de-ddfb-4f4a-b986-7760612e3b96,0.6626998701867853,NbEoUpOkRagh,0.566839537055726,dxtyDRXtQrEGUwWtCdDpVUGPnmNtNl
740,ecd85460-b1f7-47f5-81c2-0fa24215a015,0.4662323142538801,VXzAcWNWkctF,0.7343943072505416,sgZQvVClgfKJyWyaQJfYxIKJZsLTYF
716,f5939bfb-3404-463e-8123-4df921e8a534,0.7261826660658556,eBbGbUtDgyHY,0.7373280946046543,qhBXfRCWoQMXBJxoXVdPQCyVtsPEkJ
111,1e7f4f82-a37a-4afd-a6bf-e8b102989996,0.9349212026385323,URYUbqHvAcad,0.4475446053265594,GYrziYOgLWxKNDSfyLmYMLcPMGrsZk
691,551d42cb-3c40-4be4-99b8-a1010f5bfe4a,0.6119637821456693,fDFKHwrHLrPS,0.929987564072808,rFJbVlCEtzJntuTZypMipoTbhnOPdD
410,96c35b81-a0c1-4058-ab0e-90058e4bb4b2,0.2868905415175297,QocmzksGhjdu,0.5085078506742817,tFsKpgsJgExbAQdlCqXNuIZdvjyiEk
5,1532b213-15b0-4e1b-b084-7aedd57393ec,0.5285818563629986,VicLhNVsxauD,0.7517005618518985,bLWUSPHSNtGDWtayoMpwOQoJAEXpah
718,09fe986d-ef5e-4b17-94b4-9ba33f6efe02,0.7962873782738545,dbXeDZSnaVPh,0.5349038659336683,cZduRGtWrdLQJfxyzXkVSzMqvNytkp
534,9955620c-9f92-4802-9391-b1504b135592,0.44008227981850756,mNSMZPUCiwqM,0.5301655050758602,dEFpYbBfdxBCzwwrSwizLpUnNDJFvj
437,7cefc48b-b1be-460d-9472-e0c619bdc5f4,0.25087506276160665,kezFYGtjRkfR,0.45800664547586223,oLWZnaaHinRqdhXmtmxppZtXhYtDXQ
310,c09ee1b8-ded5-4cda-b28d-93e95315186a,0.747451368225413,wGbQyALfLMHv,0.2886441201729183,FnMeOCKrNSqOCsHFlNkZBUnlIFZNLq
272,1e7f6099-e114-4b2a-9893-a473a22f7bf3,0.7144853363586741,wQknFjgZxbvW,0.07182065773503266,lIrfowPjLdpDKgYjzyxXutfJkIuYFk
711,065d84aa-5749-4586-82a0-e3cab606031d,0.7104087566196633,AfAsdbnkbbDp,0.11223034812317212,kozMwbHHEEeIcxcEcovWTHWXLVJefP
971,22c6a48d-cd83-4595-b495-1870274c2043,0.6525635446208953,ziGSNYOqfKXP,0.6006990671550745,tDSSajzleMIXSvPtvnWYWiLNydijmy
354,91542fba-e593-4170-b391-449b85777f7c,0.24193409039721248,BvWfnjXjZXOp,0.8662791139951621,SZwRwVNUFZfCWhkRkUmtqUTuhfptHI
93,2dd1dff2-0013-4c6f-b918-f1c4b973c2f5,0.7577277084054848,cpXENoXWsWAm,0.44566317456056526,PBZYqlZbBFfNncuHgyRuCMESGfTeYl
634,12c06160-ffcd-47ee-af76-b07fa74da975,0.6679470893940335,WUxRDmWyAGPZ,0.9802047910039275,xkUeTTbIWERYNuKVCyNGYXMMoVyYPd
142,aa89235f-350b-42d0-9ddd-9b2ec4d64b1d,0.17345127006753702,HnXIvYLplmKN,0.4810805977465201,AeKrrQtfyjzhjQsihTjuaBgHtlPRcs
737,8e705d23-c8ae-4b5a-a119-8fbbe1781c32,0.8260794740227358,maktbFuMrrGP,0.07672009226311716,yxvphJGmsQsZKEOxdBAdUgVonfhPgP
255,1c0657dd-42fe-4f99-b9dc-52a3994e171b,0.6146822038866545,uBHFnVmwsDGJ,0.9807091850545769,PQnoliTrDOmZekNDJarEjNpOQzimzn
967,d4144f4d-0729-4d31-9268-958a1460e629,0.5220138734551922,OFeXenKWiMaF,0.8111889854469717,rfJCfDLmZwQolcSmRIXqHziBqHtTlN
80,5fd1f205-753e-4fc7-a7f2-2c8ef4d8cbb0,0.4122734296874123,oVaSBPOXCSdS,0.6464969025738326,MzUzvEQwvPrbfAgAKBBBxyzdavFRGx
904,bccc98da-a78e-40a9-a729-bb9a8c0e21ad,0.5252318374900791,MPBZgOKDgHwV,0.27666393206355244,aVruebzHkMlSNrabCUFUhHkNqPkekl
462,3454f1bd-9b3e-48aa-9d89-3fb7fb2a8017,0.2870378830766609,JmMLjapnjxwT,0.44534494564932536,YfaogUmTxdGJQsaRLVlnTEmbPDfUke
717,be6a8e98-e0ad-45b7-88bb-0e0c85db5da3,0.8190931450356825,WtOOxmOmzsGe,0.9654282951530999,SpWlgFisZcYwgFSCapGbUnofowYZbr
987,c10744bc-28bf-4d73-8cf9-f2f08620081d,0.8913896066903217,lHhqQrUUMJqe,0.8161242116403318,hNOROoZZcaCTxbUPFiXEhKAxPNqruj
349,7cbe7f13-65ee-446e-a50f-9a5b475c0323,0.7019447904780672,HuNUQbtFfieV,0.49631375991855076,kRdrpuyksJwQvqdsyiwuPsmCPUMuDE
637,a8f49235-798b-406c-a6df-0d2614501792,0.5681878815931386,rPbmoVTzdXCZ,0.40726170420402275,HXZDFnmBxawKNphnccqXJnvlYsuHgt
924,add13fc1-272b-4266-84c6-a409b256cbda,0.0844703888114221,eIqyJdxusQCW,0.13025146946279553,IbvrQcjxqyFJknxXOtXdmYakSgOrVk
130,f18c3fdf-bcc9-461f-b217-fdc84879c9ba,0.5016077795709648,mrvWEIjydHbU,0.6048946847825564,naXmwuRQaWpcIIrJWAfYqNRjCFfzTc
177,8664350d-490b-4681-ae30-ebfe889c31c7,0.7948757298684731,vBevrZpnaOvs,0.3780704399719633,bbKtwwuQDOgQHuAAMjcOwYduHErwJQ
647,61cefa14-5005-44e9-a8c6-21bc0758df39,0.7881197506372684,keaQGyiGYXSk,0.8961508383663039,NHPyTGrdYyeHuepSlczNyJuHhMIhYN
700,6aef11d0-d278-453c-8084-dc8ccac59b7c,0.4097263776758152,eXJBwniTArIH,0.3500243766354034,mDPAnynxPfkiPuoGOpYsDYNQgVtPMz
878,1313ac0f-6db5-488d-aaa3-e1af935fcab1,0.38919490439471705,yOvnZDxYEWOC,0.8517769924372329,GQxByAYRMVygpUyJgrxRMRToDrCZPB
42,490aae88-de40-4e96-8601-80875fa99bb4,0.5785616428654898,hkUUYwAEyLYh,0.4129863488447584,FwbZRMNTSFAGhzpSCuOKFXkSWGgbCq
928,df785f5a-4920-47c5-9d64-7532543f826e,0.0879636696263576,zgxRvOHlBfon,0.049300509472867016,dYxNaRKQcbglLMJZwyrDGVgFNRykqO
731,bc069fb6-7dcb-4211-b82a-dac7833dc2ed,0.04869445734125555,jLXcCDzISFHW,0.7675287316660998,TRtbuTJsablYjLmIbNkiMcfgSUxVEE
247,67ada81b-65b0-455e-b628-2168acec46ae,0.6463254977532387,VhDWcqXnHmXs,0.9762391437428287,XGbLkoDNVsVywiiFrqjIrXSTEXiEfL
273,540a7915-ae41-42a8-812f-196dfdf91ee4,0.42959837659289957,LtcXPhOvZsRD,0.08038233321908805,wFeCDLxkNYUoHRcMmzjbyxSxNCKXEA
263,b1f61b7e-bcdd-4956-946b-c65ac69c4bf6,0.6619439794671749,gnvuUdeGDCNS,0.21975337973841036,tUwxdDpfbaaPHddLPvdQzVddBMUKBW
409,faae8b70-2a74-4ad3-ad77-33519a3cd4fd,0.6764655631112789,qtazVMfcFeHD,0.7777490887580312,djADqsLtqhSkgInckdOiSltcjrPHXp
577,006b687c-cb1b-4248-af96-01af6ef594f8,0.09239532947012263,CwemGxUxLfYe,0.019797851184840565,rmECNKhKPZBNJDgVCTWmTlKUdXSzqe
28,16c19390-d581-476f-9a9e-3fc04ae8e0a3,0.36792751865482065,yMzLNxlakCaF,0.09298154977095952,VnccXAXNdXrxlgtRMhGSDuOYTodVQH
186,66e095de-2179-49ca-99b4-57584a64d048,0.09222997686407353,foVSSlDtaevR,0.045640240493170614,jNxwwXZRCeKpbbXwLtruaotMLnOXJK
